FeatureID,FeatureName,Cluster 12 Average,Cluster 12 Log2 Fold Change,Cluster 12 P-Value,Cluster 13 Average,Cluster 13 Log2 Fold Change,Cluster 13 P-Value
ENSGACG00000009514,ENSGACG00000009514,0.23964218312799912,-2.1808652105969797,1.0650629713105416e-05,1.0869397874714024,2.1808652105969797,1.0650629713105632e-05
ENSGACG00000012927,ENSGACG00000012927,0.9907799315787723,-2.11264068407912,4.209609691747107e-05,4.287927601951404,2.11264068407912,4.2096096917470575e-05
ENSGACG00000020086,ENSGACG00000020086,0.28121975922837644,-2.212149071366445,9.220459488890139e-05,1.3036025140816319,2.212149071366445,9.220459488890245e-05
ENSGACG00000013918,HBE1,4.465096615790707,-1.9426529001484738,9.679746523388773e-05,17.178000027352464,1.9426529001484738,9.679746523388996e-05
ENSGACG00000013895,ENSGACG00000013895,1.5207036533416405,-1.9332061021238096,0.00012173268666006521,5.81181899706352,1.9332061021238096,0.00012173268666007241
ENSGACG00000014492,hbae5,3.6440537119184206,-1.9082407660448704,0.0001539855018052785,13.6887329364622,1.9082407660448704,0.0001539855018052557
ENSGACG00000013902,ENSGACG00000013902,1.7425268752837635,-1.7630819930084658,0.0009664096810256534,5.91879055246104,1.7630819930084658,0.0009664096810256418
ENSGACG00000014266,xbp1,0.6904466712493066,-1.7254780727263388,0.0012663519399320673,2.284477284760579,1.7254780727263388,0.0012663519399320473
ENSGACG00000004690,si:ch1073-406l10.2,0.5013676942214002,-1.7186058642667592,0.0016298537223249133,1.6508067998210374,1.7186058642667592,0.0016298537223248854
ENSGACG00000013470,CTSS,0.469994138629174,-1.6826829549511424,0.002089717932316502,1.5093867774310967,1.6826829549511424,0.002089717932316502
ENSGACG00000010801,ENSGACG00000010801,8.343614351176274,-1.5724506701529686,0.005624263147149601,24.83462508572066,1.5724506701529686,0.005624263147149668
ENSGACG00000018016,cd74a,6.815676504190796,-1.5649460808676117,0.006020621121095213,20.181362425928576,1.5649460808676117,0.0060206211210956755
ENSGACG00000004949,ENSGACG00000004949,2.334969260010752,2.570440704747454,0.007476407912947348,0.39253121599259155,-2.570440704747454,0.007476407912947321
ENSGACG00000009315,ENSGACG00000009315,0.3534855462599847,-1.6511680437327048,0.011928567068509735,1.1105097912030593,1.6511680437327048,0.011928567068509966
ENSGACG00000007282,cxcr4a,5.299694114069344,2.0196155690523616,0.03308909800086682,1.3072286685018868,-2.0196155690523616,0.03308909800086686
ENSGACG00000006710,ENSGACG00000006710,0.9343532211568316,-1.3556233570372587,0.049005298640093044,2.392355378763162,1.3556233570372587,0.049005298640093446
ENSGACG00000015484,fth1b,4.022897010635229,-1.214393433321887,0.11710545515706815,9.341880325181654,1.214393433321887,0.11710545515706644
ENSGACG00000000330,ENSGACG00000000330,1.211537061826014,-1.178678944718865,0.1518262395497466,2.7440923575278857,1.178678944718865,0.1518262395497409
ENSGACG00000013745,thrap3a,0.5657139429481746,-1.0031386971152447,0.3987302192465461,1.134079794934716,1.0031386971152447,0.3987302192465452
ENSGACG00000007989,itm2bb,1.4618401619028278,-0.9924048933995651,0.4032981451154049,2.909988922254547,0.9924048933995651,0.4032981451153988
ENSGACG00000016070,ENSGACG00000016070,1.362084439024633,-0.9861742810149252,0.4086129047196633,2.6996719658797637,0.9861742810149252,0.40861290471966294
ENSGACG00000019287,ENSGACG00000019287,1.4974019348678025,-0.9532307413238931,0.4735000082331652,2.90092353620391,0.9532307413238931,0.47350000823316496
ENSGACG00000005108,psap,2.6611171692377047,-0.8879804650558967,0.6120071668400425,4.927943857126392,0.8879804650558967,0.61200716684004
ENSGACG00000015628,ENSGACG00000015628,1.220141944791843,1.2767392874806152,0.7129757057258544,0.5031289258103656,-1.2767392874806152,0.7129757057258569
ENSGACG00000012539,rpl22l1,1.9895555508691556,0.997754921541088,0.8784723497322956,0.9962859269650303,-0.997754921541088,0.8784723497322958
ENSGACG00000019282,ENSGACG00000019282,8.628870028963846,-0.7362887976041015,0.9006278463110798,14.385861123756202,0.7362887976041015,0.9006278463110804
ENSGACG00000001804,zgc:162944,0.9322971871738459,-0.7398328455596546,0.9058135946443712,1.5574333234994742,0.7398328455596546,0.9058135946444025
ENSGACG00000015537,cybb,1.2016376389449717,1.0951852037162442,0.9271001542743346,0.5620539351395075,-1.0951852037162442,0.9271001542743346
ENSGACG00000000082,ENSGACG00000000082,1.128610357845591,1.100791810730933,0.9277043815001244,0.5257923909369586,-1.100791810730933,0.9277043815001244
ENSGACG00000012781,ENSGACG00000012781,1.893531148923046,0.9263906942341972,0.988919968680786,0.9962859269650303,-0.9263906942341972,0.9889199686807639
ENSGACG00000020827,ncf1,2.40198073797473,0.9236630041237951,0.993131042837323,1.2664344312740194,-0.9236630041237951,0.9931310428372837
ENSGACG00000003653,zgc:64051,4.9335677662843365,0.52359349981732,1,3.433968235981378,-0.52359349981732,1
ENSGACG00000003574,rpl35,13.280151944324924,0.17997638984615394,1,11.731516088129624,-0.17997638984615394,1
ENSGACG00000004055,rpl6,12.388670839183682,0.3323647428178087,1,9.846822328202146,-0.3323647428178087,1
ENSGACG00000007298,tspan36,0.7014883352320076,-0.6328314836171886,1,1.0878463260764661,0.6328314836171886,1
ENSGACG00000001108,ENSGACG00000001108,3.0778067231228055,0.14786721134628067,1,2.779447363125371,-0.14786721134628067,1
ENSGACG00000004750,cfl1l,2.2511287631490022,0.5218487035817028,1,1.5683117867602387,-0.5218487035817028,1
ENSGACG00000008736,rps24,20.133598554277235,0.5869653526810592,1,13.414051739127892,-0.5869653526810592,1
ENSGACG00000011558,rps27a,28.80115248188392,0.5008230747777516,1,20.36992245578183,-0.5008230747777516,1
ENSGACG00000003895,rps23,13.393614560423023,0.34162967337055994,1,10.577492443883505,-0.34162967337055994,1
ENSGACG00000004372,rpl22,8.631230660573939,0.33834565869352184,1,6.831674927760208,-0.33834565869352184,1
ENSGACG00000004926,rps10,18.180061672813714,0.4191000935455129,1,13.607144462006465,-0.4191000935455129,1
ENSGACG00000005189,rplp2,8.82655388895758,0.4890606044241106,1,6.293190996352357,-0.4890606044241106,1
ENSGACG00000007041,rpl29,7.367378956291956,0.4903600623213129,1,5.247951984713885,-0.4903600623213129,1
ENSGACG00000000741,rps26,12.071280111736113,0.2893550536608629,1,9.884896949614822,-0.2893550536608629,1
ENSGACG00000008496,rplp0,9.036802401069561,0.4885291240794878,1,6.445489482003062,-0.4885291240794878,1
ENSGACG00000009846,arpc4,1.1854939647081952,0.423384979178217,1,0.8838751399371287,-0.423384979178217,1
ENSGACG00000015247,nme2a,1.3572108769908893,-0.11695683107173249,1,1.4722186946234843,0.11695683107173249,1
ENSGACG00000003288,rpl38,5.083049051788074,0.47590413874603765,1,3.656976732827054,-0.47590413874603765,1
ENSGACG00000006059,RPL19,4.591885378074825,0.12339639044913842,1,4.218124129361498,-0.12339639044913842,1
ENSGACG00000016153,rpl9,15.96419008500258,0.5794278716221046,1,10.691716308121535,-0.5794278716221046,1
ENSGACG00000019181,rps15a,24.94509882149764,0.5718106766818227,1,16.795440736015575,-0.5718106766818227,1
ENSGACG00000019097,prdx2,1.2059020057244976,0.14273091388311465,1,1.0923790191017848,-0.14273091388311465,1
ENSGACG00000017861,rps6,12.95400403509797,0.37892243401490067,1,9.969205039885749,-0.37892243401490067,1
ENSGACG00000017164,rps3a,17.723545979184117,0.6024021209025956,1,11.682563003456183,-0.6024021209025956,1
ENSGACG00000016657,arpc1b,1.2831936536034043,-0.3888376165544961,1,1.6807225737881402,0.3888376165544961,1
ENSGACG00000006713,ENSGACG00000006713,1.2981189373317448,0.12749652755603458,1,1.1884721112385392,-0.12749652755603458,1
ENSGACG00000009305,atp5if1b,1.0089796397985347,-0.058361817862210064,1,1.0506782432688535,0.058361817862210064,1
ENSGACG00000009310,rpl13a,21.216823865683583,0.36522200115807824,1,16.48449799447872,-0.36522200115807824,1
ENSGACG00000011212,ENSGACG00000011212,2.846007928892863,0.0514655750805153,1,2.7477185119481407,-0.0514655750805153,1
ENSGACG00000002088,rpl36,10.990796178973742,0.13279874678003134,1,10.031756203635146,-0.13279874678003134,1
ENSGACG00000004230,RPL5,10.086674272307478,0.4158888366069511,1,7.565971197861822,-0.4158888366069511,1
ENSGACG00000007843,ptprc,1.0025069402224684,0.3374760772087286,1,0.7932212794307566,-0.3374760772087286,1
ENSGACG00000008021,uba52,10.113555012899846,0.21554931556702606,1,8.716368687687686,-0.21554931556702606,1
ENSGACG00000012793,ENSGACG00000012793,3.087249249563184,0.1569980427652009,1,2.770381977074734,-0.1569980427652009,1
ENSGACG00000014467,serbp1a,1.7373487156229106,0.5880793070704338,1,1.1558367214562453,-0.5880793070704338,1
ENSGACG00000001460,ENSGACG00000001460,1.493213717495054,0.997037598051481,1,0.7478943491775705,-0.997037598051481,1
ENSGACG00000000151,ENSGACG00000000151,1.0509379629327982,-0.6462251152585091,1,1.645367568190655,0.6462251152585091,1
ENSGACG00000002118,rpl11,10.324565019079602,0.47708949522262145,1,7.422738098261754,-0.47708949522262145,1
ENSGACG00000002182,ENSGACG00000002182,15.186019297145883,-0.05887600824582773,1,15.830883660227775,0.05887600824582773,1
ENSGACG00000002835,rps5,14.518569746743305,0.44518195551531337,1,10.671772458810134,-0.44518195551531337,1
ENSGACG00000003336,ENSGACG00000003336,16.10811246381158,0.4879965711141927,1,11.494002973602928,-0.4879965711141927,1
ENSGACG00000003628,rpl30,11.655123603698453,0.3538103671337538,1,9.127030675781551,-0.3538103671337538,1
ENSGACG00000003995,rplp1,23.352586277565056,0.5881355103149088,1,15.546230538237765,-0.5881355103149088,1
ENSGACG00000007961,rpl15,8.092321308811355,0.35506411035112695,1,6.331265617765033,-0.35506411035112695,1
ENSGACG00000008253,ENSGACG00000008253,1.2535715343670548,1.0042207397087557,1,0.6246050988889044,-1.0042207397087557,1
ENSGACG00000008265,rpl14,10.52217272966656,0.23376320774490145,1,8.954788340819444,-0.23376320774490145,1
ENSGACG00000009814,rps18,20.7150754244283,0.5674248902839278,1,13.989703753343354,-0.5674248902839278,1
ENSGACG00000002699,ENSGACG00000002699,14.29210141098777,0.23898332355356589,1,12.119514611096896,-0.23898332355356589,1
ENSGACG00000000061,cnbpa,1.1149034646256863,0.4874815340527512,1,0.7950343566408841,-0.4874815340527512,1
ENSGACG00000015245,naca,8.378643078293809,0.4878953777803794,1,5.9786221003952456,-0.4878953777803794,1
ENSGACG00000010457,ENSGACG00000010457,2.1580741880672054,0.7722872912525874,1,1.2637148154588282,-0.7722872912525874,1
ENSGACG00000010310,ppdpfb,1.2616433714854431,0.4118868402528254,1,0.948239380896653,-0.4118868402528254,1
ENSGACG00000009225,ENSGACG00000009225,1.860025409941057,0.12127967459072142,1,1.7106383477552431,-0.12127967459072142,1
ENSGACG00000008262,fance,13.323328657967624,0.22811314039868913,1,11.383405263785155,-0.22811314039868913,1
ENSGACG00000006447,ybx1,2.334055467129425,0.06288524445552235,1,2.235524200087138,-0.06288524445552235,1
ENSGACG00000013304,ENSGACG00000013304,2.5203169161065735,0.07368361492617348,1,2.395981533183417,-0.07368361492617348,1
ENSGACG00000013073,rpl10,9.294263545383437,0.09818048065239049,1,8.689172529535773,-0.09818048065239049,1
ENSGACG00000012484,zgc:171772,18.88718506414724,0.5190522582460484,1,13.190136703677153,-0.5190522582460484,1
ENSGACG00000015549,rps15,2.6456588396619236,0.14807523683725599,1,2.388729224342907,-0.14807523683725599,1
ENSGACG00000015568,rps28,10.442139703143672,0.5747794611434549,1,7.0157022645881435,-0.5747794611434549,1
ENSGACG00000016489,rps8a,15.005088306643142,0.2409356478853799,1,12.706951627178189,-0.2409356478853799,1
ENSGACG00000017191,eef1da,1.8055024346885475,-0.3324691058260638,1,2.274505360104878,0.3324691058260638,1
ENSGACG00000017481,gtpbp4,2.041870193325125,0.6119870481658111,1,1.336237903863926,-0.6119870481658111,1
ENSGACG00000017667,eif3f,1.1681318999629826,0.2035555446880466,1,1.0144166990663046,-0.2035555446880466,1
ENSGACG00000002035,rpl8,22.39675892369704,0.7472944934968186,1,13.352407113983558,-0.7472944934968186,1
ENSGACG00000003250,rpl24,5.20656338958077,0.24542232355077687,1,4.394899157348923,-0.24542232355077687,1
ENSGACG00000005778,dap1b,2.975766518041293,0.8728754094010992,1,1.6254237188792533,-0.8728754094010992,1
ENSGACG00000006855,tpt1,4.082445846735037,0.22548684509821904,1,3.4937997839155837,-0.22548684509821904,1
ENSGACG00000007959,lcp1,2.2410770414544054,0.13451079645234798,1,2.042431477208565,-0.13451079645234798,1
ENSGACG00000000825,PDCL3,2.31897788458753,0.6434776271163161,1,1.4849102350943764,-0.6434776271163161,1
ENSGACG00000001123,ENSGACG00000001123,10.310325080012255,0.42472135275829137,1,7.6865408323352975,-0.42472135275829137,1
ENSGACG00000000344,ENSGACG00000000344,3.816836715895996,-0.5526769664307061,1,5.602408579293801,0.5526769664307061,1
ENSGACG00000000350,ENSGACG00000000350,2.046515307138537,-0.6611557292650718,1,3.2381558972876143,0.6611557292650718,1
ENSGACG00000018720,rps4x,6.177925222431345,0.16796306449209908,1,5.502689332736791,-0.16796306449209908,1
ENSGACG00000019593,rpl34,19.106114608631827,0.41568612226078727,1,14.33418842326757,-0.41568612226078727,1
ENSGACG00000019847,cct7,1.2324781486897571,0.5553241512585347,1,0.8385482096839427,-0.5553241512585347,1
ENSGACG00000020072,eif4a1b,1.5674593891028705,0.084614140628551,1,1.4785644648589302,-0.084614140628551,1
ENSGACG00000020257,ubb,1.6228200078299297,-0.3765233600105412,1,2.107702256773153,0.3765233600105412,1
ENSGACG00000020625,rpl23a,11.679110666833287,0.14438689465275312,1,10.574772828068316,-0.14438689465275312,1
ENSGACG00000020692,ENSGACG00000020692,10.006793544598146,0.4904125666504173,1,7.128113051616045,-0.4904125666504173,1
ENSGACG00000020896,rhogb,1.0794939904742662,0.5013218865390494,1,0.76239896685859,-0.5013218865390494,1
ENSGACG00000020906,rps14,28.281356631222426,0.5650957877951788,1,19.13068418265972,-0.5650957877951788,1
ENSGACG00000016901,ENSGACG00000016901,0.8735098451418105,-0.3080241581714854,1,1.0815005558410202,0.3080241581714854,1
ENSGACG00000017440,rpl39,15.616263445437333,0.37677552076761334,1,12.036113059431035,-0.37677552076761334,1
ENSGACG00000017482,rpl36a,26.12076951273157,0.4363603593313279,1,19.318337673907912,-0.4363603593313279,1
ENSGACG00000017702,eef1g,7.097048562232726,0.15995997614739377,1,6.356648698706818,-0.15995997614739377,1
ENSGACG00000018103,rack1,11.58049718505675,0.5580320957658138,1,7.8714747077682965,-0.5580320957658138,1
ENSGACG00000018439,rpl26,14.814562490886468,0.30019946286873145,1,12.040645752456353,-0.30019946286873145,1
ENSGACG00000019805,btg1,1.594949324949457,0.17109599935797226,1,1.4169198397145972,-0.17109599935797226,1
ENSGACG00000020009,rps16,9.718872637573371,0.3251040787163064,1,7.7635966137657135,-0.3251040787163064,1
ENSGACG00000000590,rpl18a,12.376715382319654,0.5077860796335325,1,8.710929456057302,-0.5077860796335325,1
ENSGACG00000010916,rps12,13.71740183803988,0.5235819929111778,1,9.549477665741245,-0.5235819929111778,1
ENSGACG00000011913,rps7,18.428917934161763,0.4884824933983287,1,13.14571631202903,-0.4884824933983287,1
ENSGACG00000012791,faua,13.318835842967765,0.4151929359412154,1,9.995494659432596,-0.4151929359412154,1
ENSGACG00000012858,rps29,6.425791541491286,0.327631625283491,1,5.123756195820156,-0.327631625283491,1
ENSGACG00000013530,hsp90ab1,7.540314259083086,0.5953439494426491,1,4.994121175296043,-0.5953439494426491,1
ENSGACG00000020925,mt-nd1,2.9488096280421474,-0.11551458747054344,1,3.196455121454683,0.11551458747054344,1
ENSGACG00000020929,mt-nd2,3.139259294392044,0.1075003021611376,1,2.915428153884929,-0.1075003021611376,1
ENSGACG00000020935,mt-co1,9.299365555637513,0.11928152321244756,1,8.567696356457235,-0.11928152321244756,1
ENSGACG00000020938,mt-co2,46.19443848387511,0.25263186325012565,1,38.80529152835768,-0.25263186325012565,1
ENSGACG00000020940,ENSGACG00000020940,10.219098090693112,0.4264334401662522,1,7.609485050904881,-0.4264334401662522,1
ENSGACG00000020942,mt-co3,16.85369130556761,0.11619022597118622,1,15.561641694523848,-0.11619022597118622,1
ENSGACG00000020946,mt-nd4l,2.4395223955159135,0.1472575781140324,1,2.2037953489099076,-0.1472575781140324,1
ENSGACG00000020954,mt-cyb,9.463695975462814,0.5375762800043331,1,6.524358340643606,-0.5375762800043331,1
ENSGACG00000001940,RPS20,15.886517690089788,0.3131333491625061,1,12.796698949079497,-0.3131333491625061,1
ENSGACG00000002767,rpl7,25.993371555193235,0.6566495568348989,1,16.501722227974927,-0.6566495568348989,1
ENSGACG00000003110,rpl21,16.307471610754412,0.5030140825383578,1,11.515759900124458,-0.5030140825383578,1
ENSGACG00000004252,MYL12B,1.2734465295359165,0.30254787338344813,1,1.032547471167579,-0.30254787338344813,1
ENSGACG00000013435,rpl17,23.705158030943714,0.4254506851186184,1,17.664811258271683,-0.4254506851186184,1
ENSGACG00000000546,ENSGACG00000000546,0.9290227626824242,-0.6512953481318647,1,1.459527154152592,0.6512953481318647,1
ENSGACG00000000326,ENSGACG00000000326,3.20025496922062,-0.12087929300146949,1,3.4820147820497556,0.12087929300146949,1
ENSGACG00000003230,cd79a,1.072412095643982,-0.4107166592529401,1,1.4259852257652343,0.4107166592529401,1
ENSGACG00000003476,rps19,12.846024176287832,0.3493747013652553,1,10.090681212964288,-0.3493747013652553,1
ENSGACG00000014009,si:ch211-79k12.1,0.8951362766665489,-0.376462157046935,1,1.1621824916916914,0.376462157046935,1
ENSGACG00000011547,rpl18,17.110847852254377,0.6016448562972285,1,11.284592555833209,-0.6016448562972285,1
ENSGACG00000010761,rps9,16.236424214231242,0.29375843245553224,1,13.25540748324174,-0.29375843245553224,1
ENSGACG00000005380,eif3ea,1.1112482931003784,0.16147358241023058,1,0.9935663111498391,-0.16147358241023058,1
ENSGACG00000004699,rpl35a,19.191097346595235,0.7185154961387656,1,11.671684540195418,-0.7185154961387656,1
ENSGACG00000006818,rps25,16.70824593862307,0.5123784936460174,1,11.722450702078987,-0.5123784936460174,1
ENSGACG00000013384,rps3,12.214593295290893,0.45640210524274716,1,8.908554871961194,-0.45640210524274716,1
ENSGACG00000015169,rpl31,25.85538883011286,0.6556433411717357,1,16.425572985149575,-0.6556433411717357,1
ENSGACG00000014576,ENSGACG00000014576,3.685707437425575,-0.17250794387419321,1,4.156479504217164,0.17250794387419321,1
ENSGACG00000015402,eef1b2,6.605275693265259,0.19012504864573998,1,5.793688224962246,-0.19012504864573998,1
ENSGACG00000000860,ENSGACG00000000860,3.1433713623580157,0.11928878886767458,1,2.8954843045735275,-0.11928878886767458,1
ENSGACG00000015834,btf3,1.4772223420718318,0.4047161456583659,1,1.1159490228334414,-0.4047161456583659,1
ENSGACG00000015892,nsa2,1.74511595511419,0.6927586624610109,1,1.0796874786308928,-0.6927586624610109,1
ENSGACG00000015957,RPL7A,23.60403161874353,0.5149265720526719,1,16.53163800194203,-0.5149265720526719,1
ENSGACG00000016089,rpl28,17.884601974517995,0.6719557342725104,1,11.233826393949641,-0.6719557342725104,1
ENSGACG00000016123,rpl37,10.281769052470787,0.5856349748583942,1,6.856151470096928,-0.5856349748583942,1
ENSGACG00000017611,arpc3,1.1643244296241202,0.40480130759875577,1,0.8793424469118102,-0.40480130759875577,1
ENSGACG00000000474,rpl23,31.355965079260585,0.51191032042294,1,22.00713117652691,-0.51191032042294,1
ENSGACG00000005605,atp5mc1,1.5547424381710702,-0.1920862291145694,1,1.7768156659248948,0.1920862291145694,1
ENSGACG00000006018,rpsa,13.49740620186041,0.30773181479186684,1,10.912911727757082,-0.30773181479186684,1
ENSGACG00000007836,ENSGACG00000007836,11.330727130827377,0.18550366508800487,1,9.971018117095877,-0.18550366508800487,1
ENSGACG00000009280,ENSGACG00000009280,7.346666317648545,0.3594807143507648,1,5.730230522607785,-0.3594807143507648,1
ENSGACG00000009661,NDUFA4,1.0535270427632246,-0.23292457484171702,1,1.238331734517044,0.23292457484171702,1
ENSGACG00000011905,rps2,12.737511271630254,0.3103012378838139,1,10.280147781422606,-0.3103012378838139,1
ENSGACG00000013298,arhgdia,1.1934896524198062,-0.011219995275832395,1,1.2029767289195588,0.011219995275832395,1
ENSGACG00000013555,coro1a,1.174071553691608,0.13192087783048845,1,1.0715286311853192,-0.13192087783048845,1
ENSGACG00000014154,si:dkey-159f12.2,21.099325331026293,0.5563867860160983,1,14.358664965604289,-0.5563867860160983,1
ENSGACG00000014635,rpl27,18.022356251378035,0.4544099751712043,1,13.16294054552524,-0.4544099751712043,1
ENSGACG00000014559,rpl3,9.983187228497199,0.4628096463278655,1,7.24868268608952,-0.4628096463278655,1
ENSGACG00000015499,rplp2l,5.558145200671324,-0.05119268068162253,1,5.76286591239008,0.05119268068162253,1
ENSGACG00000015680,swap70a,3.4290839365862498,0.8723761169442974,1,1.873815296666713,-0.8723761169442974,1
ENSGACG00000015752,rpl13,16.98520133107192,0.45708434977277834,1,12.382410806565376,-0.45708434977277834,1
ENSGACG00000015943,cyba,1.8736561537541843,0.391489238649277,1,1.4287048415804255,-0.391489238649277,1
ENSGACG00000015958,irf8,1.7857797383332403,0.037515192122360985,1,1.740554121722346,-0.037515192122360985,1
ENSGACG00000015963,cox4i1,1.3601807038552018,-0.3340382676607947,1,1.7151710407805616,0.3340382676607947,1
ENSGACG00000017042,rps17,10.910991600671187,0.43586181970166527,1,8.07181973948738,-0.43586181970166527,1
ENSGACG00000017491,rpl12,13.939225059982004,0.52093763796243,1,9.721720000703353,-0.52093763796243,1
ENSGACG00000007990,RPS17,2.967770830329682,0.3605454267154975,1,2.3125799815175543,-0.3605454267154975,1
ENSGACG00000006703,rps13,7.4967567984065,-0.04975178724466023,1,7.765409690975841,0.04975178724466023,1
ENSGACG00000006523,RPL27A,11.587274482259925,0.3857796665068869,1,8.875012943573836,-0.3857796665068869,1
ENSGACG00000006058,rsl24d1,2.2395540533188605,0.30673911516191965,1,1.8112641329173162,-0.30673911516191965,1
ENSGACG00000004968,rpl4,1.987194919259061,0.2022408758760551,1,1.7278625812514539,-0.2022408758760551,1
augustus_masked-chrY-processed-gene-6.13,augustus_masked-chrY-processed-gene-6.13,2.427947685685772,0.5318983865129014,1,1.6798160351830764,-0.5318983865129014,1
maker-chrY-augustus-gene-11.16,maker-chrY-augustus-gene-11.16,2.138427641118675,0.26482949828986235,1,1.7804418203451495,-0.26482949828986235,1
maker-chrY-augustus-gene-46.49,maker-chrY-augustus-gene-46.49,2.0828385741712845,0.36705411874020577,1,1.6154517942235522,-0.36705411874020577,1
